Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"1121111.3","Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837","Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837",1121111,"WGS","DSM 15837",,,,,,"DSM Z","Yes","2013-07-10T00:00:00Z",,"PRJNA195782","SAMN02441522","GCA_000426425.1",,"AUFI00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-04-22",,,14,2223595,60.4,1869,,,"Waste water of a bean-curd farm",,,"China","China","39.927642","116.412277",,,,,,,,,,,,,"Positive","Rod-shaped","Nonmotile","Nonsporulating",,"37 - 41 C",,,"Wastewater; Aquatic",,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,99.5,99.3,100,,,"Good","2014-12-08T22:10:29.108Z","2015-03-16T03:17:09.594Z"
"1121123.3","Brevundimonas aveniformis DSM 17977","Brevundimonas aveniformis DSM 17977",1121123,"WGS","DSM 17977",,,,,,"DSM Z","Yes","2013-07-15T00:00:00Z",,"PRJNA185350","SAMN02440608","GCA_000428765.1",,"AUAO00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-04-10",,,7,2577573,65.2,2602,,,"Activated sludge",,,"South Korea","South Korea","36.022863","129.342699",,,,,,,,,,,,,"Negative","Rod-shaped","Motile",,"Mesophile","30 C",,,"Sludge; Wastewater",,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,97.1,96.7,100,,,"Good","2014-12-08T22:10:35.633Z","2015-03-16T03:17:09.594Z"
"1121271.3","Catellibacterium nectariphilum DSM 15620","Catellibacterium nectariphilum DSM 15620",1121271,"WGS","DSM 15620",,,,,,"DSM Z","Yes","2013-07-15T00:00:00Z",,"PRJNA185564","SAMN02440622","GCA_000429765.1",,"AUCM00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-05-08",,,59,4521531,66.2,4363,,,"Activated sludge",,,"Japan","Japan",,,,,,,,,,,,,,,"Negative","Rod-shaped","Nonmotile",,"Mesophile","30 C",,"Aerobic","Sludge; Wastewater",,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,98,96.7,98.5,,,"Good","2014-12-08T22:10:51.855Z","2015-03-16T03:17:09.594Z"
"1121285.4","Chryseobacterium caeni DSM 17710","Chryseobacterium caeni DSM 17710",1121285,"WGS","DSM 17710",,,,,,"DSM Z","Yes","2013-07-10T00:00:00Z",,"PRJNA195786","SAMN02441523","GCA_000426465.1",,"AUFK00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-04-22",,,20,4115892,36.6,3831,,,"Sludge of a nickel-complexed cyanide treatment bioreactor",,,"South Korea","South Korea","36.380385","127.364387",,,,,,,,,,,,,"Negative","Rod-shaped","Nonmotile","Nonsporulating","Mesophile","28 - 30 C",,"Aerobic","Sludge; Wastewater",,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,98.1,97.7,100,,,"Good","2014-12-08T22:10:55.318Z","2015-03-16T03:17:09.594Z"
"1121286.4","Chryseobacterium daeguense DSM 19388","Chryseobacterium daeguense DSM 19388",1121286,"WGS","DSM 19388",,,,,,"DSM Z","Yes","2013-07-15T00:00:00Z",,"PRJNA188852","SAMN02441479","GCA_000430825.1","SRR3721052","AUMT00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-03-26",,,26,4214410,36.1,4089,,,"Wastewater of a textile dye works",,,"South Korea","South Korea","35.879314","128.60281",,,,,,,,,,,,,"Negative","Rod-shaped","Nonmotile",,"Mesophile","30 - 37 C",,"Aerobic","Wastewater",,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,98.1,97.6,100,,,"Good","2014-12-08T22:10:55.346Z","2015-03-16T03:17:09.594Z"
"1121348.4","Comamonas badia DSM 17552","Comamonas badia DSM 17552",1121348,"WGS","DSM 17552",,,,,,"DSM Z","Yes","2013-10-25T00:00:00Z",,"PRJNA195787","SAMN02441113","GCA_000484635.1","SRR1800290","AXVM00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-07-05",,,24,3681020,66,3573,,,"Activated sludge",,,"Japan","Japan","35.541725","139.702034",,,,,,,,,,,,,"Negative","Rod-shaped","Motile",,"Mesophilic","27 - 30C",,"Aerobic","Sludge; Wastewater",,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,96.3,95.3,97.6,,,"Good","2014-12-08T22:11:02.294Z","2015-03-16T03:17:09.594Z"
"1121394.3","Desulfatirhabdium butyrativorans DSM 18734","Desulfatirhabdium butyrativorans DSM 18734",1121394,"WGS","DSM 18734",,,,,,"DSM Z","Yes","2013-07-15T00:00:00Z",,"PRJNA185575","SAMN02440872","GCA_000429925.1",,"AUCU00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-04-09",,,83,4475774,54.9,4541,,,"Upflow anaerobic sludge blanket (UASB) reactor treating paper-mill wastewater",,,"Netherlands","The Netherlands",,,,,,,,,,,,,,,"Negative","Rod-shaped",,"Nonsporulating","Mesophilic","28 - 30 C",,"Anaerobic","Wastewater; Sludge",,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,93.5,91.4,98.2,1.7,,"Good","2014-12-08T22:11:06.971Z","2015-03-16T03:17:09.594Z"
"1121422.3","Desulfotomaculum alcoholivorax DSM 16058","Desulfotomaculum alcoholivorax DSM 16058",1121422,"WGS","DSM 16058",,,,,,"DSM Z","Yes","2013-07-15T00:00:00Z",,"PRJNA188862","SAMN02440796","GCA_000430885.1","SRR3721459","AUMW00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-04-09",,,66,3465803,46.9,3832,,,"Fluidized-bed reactor treating acidic water containing metal and sulfate",,,"Finland","Finland",,,,,,,,,,,,,,,"Positive","Rod-shaped","Motile","Sporulating","Thermophilic","44 - 46 C",,"Anaerobic","Wastewater; Aquatic",,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,95.8,94.7,95.4,1.4,,"Good","2014-12-08T22:11:07.868Z","2015-03-16T03:17:09.594Z"
"1121440.3","Desulfovibrio aminophilus DSM 12254","Desulfovibrio aminophilus DSM 12254",1121440,"WGS","DSM 12254",,,,,,"DSM Z","Yes","2013-07-10T00:00:00Z",,"PRJNA188880","SAMN02440804","GCA_000422565.1",,"AUMA00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-04-04",,,29,3414374,66.3,3283,,,"Anaerobic lagoon of dairy wastewater treatment plant",,,"Colombia","Colombia","4.640761","-74.058552",,,,,,,,,,,,,"Negative","Curved-shaped","Motile","Nonsporulating","Mesophilic","35 C",,"Anaerobic","Wastewater; Host; Aquatic",,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,96.3,94.6,100,,,"Good","2014-12-08T22:11:08.105Z","2015-03-16T03:17:09.594Z"
"1121472.3","Desulfurispora thermophila DSM 16022","Desulfurispora thermophila DSM 16022",1121472,"WGS","DSM 16022",,,,,,,"Yes","2013-04-20T00:00:00Z",,"PRJNA169736","SAMN02440407","GCA_000376385.1","SRR3948010","AQWN00000000","-","DOE Joint Genome Institute","WGS","Illumina","Unknown","Velvet v. 1.1.04; ALLPATHS v. r41043",,,19,2821579,55.2,2966,,,"Sulfidogenic fluidized-bed reactor treating acidic metal- and sulfate-containing water, Finland","Sulfidogenic fluidized-bed reactor treating acidic metal- and sulfate-containing water, Finland",,"Finland","Finland",,,,,,,,,,,,,,,"Positive","Rod-shaped","Motile","Sporulating","Thermophilic","59 - 61 C",,"Anaerobic","Wastewater: Aquatic",,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG) project",,96.2,94.7,93.8,,,"Good","2014-12-08T22:11:08.595Z","2015-03-16T03:17:09.594Z"
"1121889.3","Flavobacterium filum DSM 17961","Flavobacterium filum DSM 17961",1121889,"WGS","DSM 17961",,,,,,"DSM Z","Yes","2013-07-10T00:00:00Z",,"PRJNA188894","SAMN02440630","GCA_000425465.1",,"AUDM00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-04-04",,,52,3188704,33.8,2892,,,"wastewater","wastewater treatment plant",,"South Korea",,,,,,,,,,,,,,,,"Negative","Bacilli","No",,"Mesophilic","25-35 C",,"Aerobe",,,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,98.2,97.9,100,,,"Good","2014-12-08T22:11:38.226Z","2015-03-16T03:17:09.594Z"
"1122154.9","Lactococcus chungangensis CAU 28 = DSM 22330",,1122154,"WGS","DSM 22330",,,,,,,,"2017-10-04T00:00:00Z",,"PRJNA270383","SAMN03267149","GCA_002441885.1",,"JXJT01000000",,"Inner Mongolia Agricultural University",,"Illumina MiSeq; Illumina HiSeq","100x","SOAPdenovo v. 2",,,86,2203491,38.67,2270,2148,,"foam sample taken from an activated sludge wastewater treatment plant",,,"South Korea","South Korea",,,,,,,,,,,,,,,,,,,,,,,,,"Genomic characterization of the genus Lactococcus","sample_type:whole organism",98.2,97.1,97.7,,,"Good","2017-11-25T14:30:00.602Z","2017-11-25T14:30:00.602Z"
"1122218.3","Meganema perideroedes DSM 15528","Meganema perideroedes DSM 15528",1122218,"WGS","DSM 15528",,,,,,,"Yes","2013-04-19T00:00:00Z",,"PRJNA169830","SAMN02441696","GCA_000374145.1","SRR3948077","ARFG00000000","-","DOE Joint Genome Institute","WGS","Illumina","Unknown","Velvet v. 1.1.04; ALLPATHS v. R37654",,,22,3408977,67.2,3172,,,"sludge, wastewater","micromanipulation from sludge of an industrial WWTP at Grindsted, Denmark",,"Denmark","Denmark: Grindsted",,,,,,,,,,,,,,,"Negative",,,,"Mesophilic",,,"Aerobic",,,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG) project",,95,94.4,87.2,,,"Good","2014-12-08T22:12:02.071Z","2015-03-16T03:17:09.594Z"
"1123016.6","Pseudomonas balearica DSM 6083 DSM6083 (=SP1402)",,1123016,"Complete","DSM 6083",,,,,,"DSM 6083","Yes","2015-01-14T00:00:00Z","8995815","PRJNA240670","SAMN02673660","GCA_000818015.1",,"CP007511.1","NZ_CP007511.1","MICROGEN. Microbial Comparative Genomics",,"454 GS FLX Titanium, Illumina GA IIx, ABI","100x","Celera v. 8.1",1,,1,4383480,64.66,4101,3923,,"Wastewater",,,"Spain","Spain: Mallorca",,,,,,,,,,,,,,,"Negative","Bacilli","Yes",,"Mesophilic","30C",,"Aerobic","Aquatic",,"Pseudomonas balearica type strain DSM 6083 is a denitrifying sewage water isolate. Here we report the complete genome sequence of DSM 6083. Additional information in Rossello, Garcia-Valdes, Lalucat, Ursing, Systematic and Applied Microbiology, 14(2):150-157, 1991.",,97.7,95.6,100,1,,"Good","2015-03-12T13:40:03.354Z","2015-03-16T03:17:09.594Z"
"1123354.4","Tepidiphilus margaritifer DSM 15129","Tepidiphilus margaritifer DSM 15129",1123354,"WGS","DSM 15129",,,,,,"DSM Z","Yes","2013-07-10T00:00:00Z",,"PRJNA188900","SAMN02440862","GCA_000425565.1",,"AUDR00000000","-","DOE Joint Genome Institute","WGS","Illumina HiSeq 2000","Unknown","Unknown program v. before 2013-03-26",,,20,2218242,64.8,2106,,,"sludge, wastewater","thermophilic digester of water-treatment sludge",,"Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories.",,95.1,94.8,100,1,,"Good","2014-12-08T22:13:40.568Z","2015-03-16T03:17:09.594Z"
