EC,description,uniprot,transferred,unspecific_ec
1.1.1.211,Long-chain-3-hydroxyacyl-CoA dehydrogenase.,P40939 Q8BMS1 Q29554 Q64428,FALSE,1.1.1
1.1.1.215,Gluconate 2-dehydrogenase.,Q5FTU6 P37666 O32264 Q54DP1,FALSE,1.1.1
1.1.1.218,Morphine 6-dehydrogenase.,P82809 Q02198 P82810,FALSE,1.1.1
1.1.1.219,Dihydroflavanol 4-reductase.,P14721 P51102 P51103 P51104 P51105 P51106 P51108 Q9XES5 P51109 P14720 Q84KP0 P51107 P73212 P51110,FALSE,1.1.1
1.1.1.22,UDP-glucose 6-dehydrogenase.,D4GYH5 O32271 Q47329 O33952 Q04872 Q7DBF9 Q8FG45 P76373 O86422 O54068 Q1RKF8 Q92GB1 Q4UK39 O05973 Q68VX0 Q04873 P37791 Q57346 P0C0F5 P0DG68 Q5X9A8 Q8NKX0 P0DG69 P0C0F4 Q9FZE1 Q75GS4 Q96558 Q9LIA8 B7F958 Q9LF33 Q9AUV6 Q9FM01 Q2QS14 Q2QS13 P12378 Q19905 Q5F3T9 O02373 O60701 O70475 Q5R7B3 O70199 O34862 P96718,FALSE,1.1.1
1.1.1.225,Chlordecone reductase.,P17516 Q95JH5 Q95JH4,FALSE,1.1.1
1.1.1.23,Histidinol dehydrogenase.,O74712 O13471 P07685 P45353 Q12670 P00815 Q9C5U8 Q7N6I1 Q3MEV7 Q5WIU9 Q47XB8 Q8YSM8 Q4FNE2 Q989E7 Q92S26 Q3J079 Q5LVV1 P73058 Q3M5D3 Q5WDH8 Q483H8 Q8YWL4 Q4FMH0 Q988P7 Q930I4 Q3J4H6 Q5LUS2 P72946 Q987C6 Q5LL27 Q6FEC8 Q8UHX1 O66976 O30027 Q5P790 P18786 Q81T62 P62456 Q81G06 Q63DX2 Q5LAZ8 Q64RE7 Q9K6Z2 Q6HLE7 Q65EF9 O34651 Q8ABA9 Q8G4S9 Q7VQX0 Q492K3 Q7WDY4 Q7W2Y4 Q7VSZ1 P59397 P24226 Q2YPB8 Q57F99 Q8YF59 Q8G2R2 P57201 Q9ZHE6 P59398 Q9RQ88 Q9RQ82 Q9RQ85 Q39K91 Q845V3 Q62GD9 Q3JMZ6 Q63Q86 Q8R882 Q9PM77 Q5HSJ3 Q3AD53 Q9A5V1 Q3AR25 Q3B5E3 Q8KEY6 Q7P0F6 Q97KI2 P60858 Q8FNZ0 Q8NNT5 Q4JW59 Q46WL2 Q6A8L5 Q47AL5 Q3Z878 Q3ZXL7 Q9RSI4 Q313T7 Q6ANR3 P62457 Q8X8T3 Q8FG52 P06988 Q5KVC6 Q39YP7 P60859 Q7NL02 Q5FS83 Q4QN74 P44001 Q5V574 Q9HPW5 Q7VFF5 Q8GDP4 Q31GY9 Q5QWP8 Q02136 P59399 Q5X5W9 Q5ZW87 Q5WX91 Q6AE76 B0S9F2 B0SS41 P62458 Q8F393 Q92E84 Q722Y3 Q8Y9G1 Q65RB1 Q8TL41 Q465R4 Q606Q2 Q58851 Q8TXG3 Q8PZR8 P60862 O26327 Q2RGV8 P63951 Q9CC57 P60860 P28736 P9WNW8 P9WNW9 Q3IQR5 Q5F7D8 Q9JTH9 Q9JYH8 Q82W26 Q2YAU5 Q3J7H1 Q3SW26 Q5YYQ0 Q8ESR8 Q5NAY4 Q9CLM4 Q6D411 Q3A133 P62459 Q6KZD1 Q318Q4 Q7VA26 Q7V5N9 Q7V004 Q46J19 Q48EC9 Q9HVW9 Q4KI73 Q3ICF0 Q3KHZ2 P59400 Q87WV5 Q4ZNV9 Q4FQF8 Q8ZY17 O59626 Q8XV79 Q7UX39 P60861 Q2RQM7 Q57MS3 Q8GKZ1 Q5PDP3 Q8Z5K0 P10370 Q9P777 Q8EFB1 Q323J2 Q32EE9 P59401 Q3Z0G5 Q2YZB4 Q5HCL9 P63952 P63953 Q6GDC6 Q6G5Z7 P63954 Q5HKN8 Q8CQ95 Q4A044 Q82AA6 P16245 Q8DTQ7 Q4J8I8 Q30TA4 O33775 Q970Y9 Q67KH6 Q5MZ26 Q7U8K7 Q8DGR2 Q47QS9 Q5JFR5 Q9X0D1 P62460 Q5SKC1 Q3SI67 Q9L6I1 Q9F854 Q5E638 Q87QL1 Q8D8Q0 Q7MLS6 Q7M8K9 Q8PLG9 Q3BUF7 Q4UU40 Q8P9P2 Q2P3K3 Q5H0L1 Q9PBC5 Q87C29 Q8ZFX5 Q66C49 Q9RH05,FALSE,1.1.1
1.1.1.234,Flavanone 4-reductase.,P14721 P51102 P51103 P51104 P51105 P51106 P51108 Q9XES5 P51109 P14720 Q84KP0 P51107 P51110,FALSE,1.1.1
1.1.1.236,Tropinone reductase II.,A7DY56 P50163 P50164,FALSE,1.1.1
1.1.1.237,Hydroxyphenylpyruvate reductase.,P58409 P30178 Q65CJ7,FALSE,1.1.1
1.1.1.239,3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+)).,P42330 Q5R7C9 P37059 P51658 Q62730 Q9GME3 Q5TJF5 Q92506 P50171 Q9XT00 Q6MGB5 Q3T001 O14756 Q9R092 O54753,FALSE,1.1.1
1.1.1.24,Quinate dehydrogenase.,Q8FSF0 A4QB65 Q9X5C9 P25415 P11635,FALSE,1.1.1
1.1.1.243,Carveol dehydrogenase.,Q5C9I9 O85057,FALSE,1.1.1
1.1.1.247,Codeinone reductase (NADPH).,Q9SQ70 Q9SQ69 Q9SQ68 Q9SQ67 B9VRJ2,FALSE,1.1.1
1.1.1.248,Salutaridine reductase (NADPH).,A4UHT7 Q071N0,FALSE,1.1.1
1.1.1.249,Transferred entry: 2.5.1.46,O28088 Q8TS38 Q8PV89 O27984 Q8TLM3 Q8Q051 Q38BX0 Q9YE72 Q9FI94 Q75EW4 Q6EWQ6 Q6RJS2 Q9XXJ0 Q6FRN2 Q6BJH5 Q9AXQ8 Q54MQ7 Q9VSF4 Q8SQN2 B0R5L2 Q9HPX2 P49366 A8AA61 Q6CNG7 B5APK2 Q58224 Q8TXD7 A4YHK6 Q977X6 O26230 A6URC0 Q3TXU5 Q9AXQ9 P49365 Q6KZL5 Q9V0N5 Q8ZT09 A3MVC9 Q8U407 O50105 Q6AY53 O94337 Q9SC14 Q9AXR0 Q4J978 C3N5B4 C4KGY0 C3MPN8 C3MYN2 C3NHT5 C3NDW8 Q97ZF1 Q971T3 Q9HL74 C5A5L0 Q5JEY0 B6YVB1 Q97BN6 Q9SC80 Q6CG56 P38791,TRUE,1.1.1
1.1.1.25,Shikimate dehydrogenase.,A5H2Q8 B6QWH9 A5H2P4 B6QCA7 C0NL63 C6HCG7 A6R8Q8 C5G8R4 C5FQ73 Q74ZZ1 A1CP85 B0XRM8 B8N4Q9 Q4WS76 Q2UCP6 Q0D0F3 C5JKE6 Q5AME2 B9WFG1 Q6FIV4 C5M1X2 C4Y9D5 C5PA86 A8NMB4 P0CM23 P0CM22 P07547 Q6CJC4 C4R4R8 B0D6H2 C5DN02 A4RD09 A8QCB2 C7YZ74 A1D244 Q8X071 C1H8L1 C1FYJ9 C0S433 B6HAA7 Q0V3H0 A3LSZ2 Q12659 B2B223 B6JVD0 Q9P7R0 A7F7H0 Q5XNP0 D1ZA70 B8M0U4 Q8J294 C4JYG6 Q4P8F6 C9SE96 Q6C1X5 B3LGE9 C7GIN5 A6ZY89 C8Z543 P08566 C5DVG6 P56961 Q9Z6M4 O84375 A1TKF1 Q6FEZ7 B7GVX2 B7IA68 B2HZQ2 B0VQB5 A3M9B2 B0V707 A5G270 B9MFP8 A1WBZ2 A3N1E3 B3GY26 B0BQ79 A6VL68 A0KEX8 Q9YEK4 A4ST49 Q8UJC5 B9JG24 Q0VTD6 B6EP29 Q0A4S2 A6TM69 A8MEE1 B4S253 B8J8W8 Q2IMC7 A7H6S7 B4ULJ2 Q3M8H2 O67049 O27957 Q5P6J9 A0K2D5 A8IFY6 A1K3B9 C3L5T8 A0RIV1 B7JNW6 Q730K1 B7IYI7 C1ESM8 B7HCW1 B7HPN3 A7GT28 B9IYA1 Q818D0 Q634K8 Q9KD93 Q6HDI8 Q65H34 Q5WHI2 P54374 A9VHW1 A1UQU2 Q6G5A9 Q6G1B5 A9IKY5 Q7VQB8 Q493H9 Q2KUU3 Q7WF83 Q7W3V3 A9I1U7 Q7VUS1 C0ZB07 B2S968 Q2YR04 Q57AI9 A9M9Q4 C0RFV7 Q8YE20 A5VT27 B0CJG9 Q8FY21 B8D9R6 Q44607 P46240 B8D818 P59414 Q057D3 B9MKW9 A8MCY4 Q8RAG2 A4XID4 Q3AEF5 Q9AC57 B8GWW0 B3PGZ3 Q11CM4 Q3AQX0 B3EEM6 B3ELA4 A1BED6 A4SDK2 Q8KBH8 Q1QTK0 Q7NS40 A8AQH6 A7FWA9 C3L127 A6M251 A5I4X1 C1FSW2 A7GGC7 B1KX91 Q0TT95 Q8XMI8 Q0SV31 Q48AV5 B6J4B0 B6J3J2 A9KBC1 A9NBH0 Q83FD0 A7MPE1 Q0K6Y5 Q46XB7 B3R6S4 B1WUG7 B7KFV3 Q478U6 Q3Z990 A5FRZ5 Q3ZZN3 C6BUS3 Q30VD9 Q24UV9 A4J3A0 B5YE16 B8E257 A8LPB8 A7ZSH0 B7UK05 B7MC45 B7LHX9 Q8X8F9 B5YT01 B7NLK0 B7N0S2 B7M0Y7 C4ZUD6 B1X6D4 A8A586 A1AGH3 Q0TCI0 Q8FD18 B1IQ18 P15770 B7NDQ3 B6I1Z5 B1LGN8 Q1R651 C5BF12 A4WF90 B2VK88 B1YKR3 C4L3U2 B5EH68 Q5KWX7 Q39VU8 Q74D29 C6E5S6 C5D4W2 Q5FPK1 Q7VNS2 Q4QMR1 A5UE78 A5UHE8 P43876 B8F634 Q0I1B7 Q2SQW5 A1WVW8 B9LSZ3 Q5V450 B8D2C6 B0R386 Q9HS68 Q18KS0 Q17Z34 Q7VGS3 B6JN89 B5Z8P5 Q1CS13 Q9ZJX8 Q56S04 P56119 A4G8N3 B0UWV8 Q31JC4 Q0C6A6 Q5QXJ3 A8A8Z7 A6T2A5 Q28VZ9 Q9CES7 A2RMH6 Q02XB7 Q38X88 C1D8R7 Q5X189 A5IHY1 Q5ZRS2 Q5WT02 Q04QM3 Q054A8 B1Y4W6 Q72N87 Q8F8C0 Q92EG7 Q723F9 Q8Y9N5 B1HUI4 B9E6Y4 A0L3K8 Q2VYH4 A1TWN6 Q0AKD6 A6UU64 Q8THC3 Q0W4U3 Q46DZ6 Q12UJ9 Q603L1 Q1GYH7 Q58484 Q8TZ24 A9AB08 A6VFM7 Q8PXE6 Q6LYQ2 A2SKR5 B1M3B2 A5UMF6 B8EM72 Q2NGK8 O26344 A0B999 A6UNU0 B0JPM6 Q2RI72 Q3ITN9 P95337 P95340 Q5F6F7 P95361 P95368 A9M2N2 P56991 P56992 A1KVS6 P95389 P95400 P95399 Q0AIP9 Q82U74 Q1QP91 A9A233 Q2YBM5 Q3J818 Q3SNB4 Q8YVC1 Q8EPU9 B6JIM2 A1B5V3 A7HSJ1 P57932 Q6D006 C6DFR0 B4SD14 A1ARJ6 Q4FNS5 B4RBF7 Q7MYI6 Q6LLK1 B4S9K2 A3PFJ4 A8G7L0 A2BZ92 Q317T6 B4F1M1 Q7UZG2 A2BTT7 Q15ZX4 A6UX87 P43904 B8H806 Q3IDI6 A4XNB9 A4VFI4 Q4FVE5 Q1QEG9 A1SR30 Q9V1H7 Q8ZW89 Q8U0A6 A1RVD2 B1YD57 B3PVT4 Q2KE99 Q98DY3 Q92TF0 Q2J0J8 Q6N1S9 Q20YZ3 Q131U9 B3Q7T8 Q2RN88 A3PNT1 Q3IYG9 A4WVZ4 B9KPV7 Q16CZ0 Q1AWA3 Q1GCM4 A1AW87 Q21PT9 Q57J69 B5FIX4 B5R1D8 B5R7P7 B4TJX2 Q5PIS9 B5BGU8 Q2S0A0 B4TXA5 Q8Z1W5 Q8ZLN1 A8GKG0 A1S1K8 B8E3K9 A3CYL3 A6WHB9 A9KUB0 Q12T95 Q08A18 B0TLD8 Q8EKQ0 A8GYI2 A4Y1D5 A0KR69 Q0HP98 Q0I0R4 A1RDZ0 B1KD01 B2U2P9 Q31VZ5 Q32B68 Q0T020 Q83PZ3 Q3YWX7 C3MB73 A6UEF5 Q2NQQ8 Q1GP77 A7X302 A6U268 Q2FGC8 Q2FXY1 A5ITC3 Q2YT32 Q5HFG5 A6QHD8 P63593 P63594 Q6GGA5 Q6G8X2 A8Z4D5 Q8NWA1 B9DNI9 Q5HNV1 Q8CP09 Q4L6U7 Q49Y37 Q82M83 B4U4B1 A8AXZ5 B4SMU6 B2FMH7 Q8DUW3 P63597 Q04JX1 P0CZ76 B5E5N4 Q5XAV7 C1C7X7 Q8P031 Q1JAN3 Q1JKT5 Q1JFS6 Q1J5M4 B1ICH7 B8ZKM5 Q48S56 P63595 P0CZ77 B2IQJ4 B5XMF0 P63596 A4W235 C0MHD5 A3CNV8 A4VVS8 Q03LH5 B9DV19 C1CEW5 C1CL85 C1CQX9 Q4JC75 C3MZF3 C4KIN3 C3MRB8 C3MXK7 C3NG01 C3N7H5 Q980I8 Q96Y95 Q67N06 A0LLU7 Q2JRC6 Q2JMQ3 Q0AZJ6 P74591 Q9HLE4 Q8DLA6 Q5JFT1 Q9WYI1 B9KBV5 A5IK72 B1L9E4 Q72JT0 Q5SJF8 Q978S5 B5YJ55 Q3SFZ9 B8GTG2 C4L7Z1 A1WJY8 A5CWY3 A5F4C3 A7N127 Q9KVT3 C3LPC9 Q5E1R6 B5FCV8 Q87KE4 B7VMW2 Q8DDD4 Q7MGL5 Q8PFE9 Q3BN06 Q4UPE3 B0RXX4 Q8P3W6 Q2P8K0 B2I7C8 Q9PFN3 B0U410 Q87BC5 A1JRY4 A7FNJ7 Q1C2Y4 B2K4Z9 Q8ZJ74 A9R934 Q1CCY1 A4TH28 Q664V9 B1JJI3 Q9SQT8 P44774,FALSE,1.1.1
1.1.1.250,D-arabinitol 2-dehydrogenase.,P43066 P50166 P50167,FALSE,1.1.1
1.1.1.251,Galactitol-1-phosphate 5-dehydrogenase.,P0A9S4 P0A9S3,FALSE,1.1.1
1.1.1.253,Transferred entry: 1.5.1.33,Q01782 P42556,TRUE,1.1.1
1.1.1.255,Mannitol dehydrogenase.,Q43137 Q43138 Q38707 Q9ZRF1 O82515 P93257 P42754,FALSE,1.1.1
1.1.1.257,4-(hydroxymethyl)benzenesulfonate dehydrogenase.,P94682 Q9AHG1,FALSE,1.1.1
1.1.1.26,Glyoxylate reductase.,P53839 Q9YAW4 B1L765 Q9UYR1 Q8U3Y2 O58320 C5A1V0 Q5JEZ2 Q9C4M5 B6YWH0 A1RYE4,FALSE,1.1.1
1.1.1.261,sn-glycerol-1-phosphate dehydrogenase.,Q9YER2 O28599 Q9KBR3 Q65GC3 Q5WL08 P94527 A7Z7G4 A8MC03 A0RXV2 B3EYN8 A4IP94 B9LUA0 Q5V5G2 B0R3A6 Q9HS49 Q18JW6 A2BN26 A8ABP9 B1L7K1 A6UUD2 Q8TJU1 Q0W4M8 A7I9R4 Q46FR7 Q12X59 Q2FPC7 Q58122 Q8TW08 A2ST19 A4FZY2 A9A874 A6VIL2 Q8PZA4 A3CX71 Q6M0P4 B8GGP5 A5UJW3 A4YIZ1 Q2NFL8 P72010 A0B5P3 A6URL4 Q3ING6 A9A2U8 Q6L0R7 Q9V0V0 Q8ZWP5 A4WLW1 A3MTM6 Q8U147 O59144 A1RV58 B1YCY7 A3DN28 Q4JB01 C3N5P0 C4KHB6 C3MQ22 C3MVE1 C3NHE5 C3NEA4 Q9UXE7 P58460 Q9HJ16 Q5JH91 A1RZJ9 C6A2E4 Q979B1,FALSE,1.1.1
1.1.1.262,4-hydroxythreonine-4-phosphate dehydrogenase.,O85987 Q9CKG8 Q9I1Q5 Q92TP3 B7J3R1 B5EL82 Q8UGD4 O67019 Q5P7J0 A1K9J6 Q89ZK3 B2IDU5 Q89MT9 P65680 P65681 A4JHP8 A0RNS3 A8FMU4 Q9PN58 A1W0M2 Q5HTM4 Q9A7N4 Q7NQA9 A8ALP8 Q47VJ9 Q475Q2 B7KAA8 B8FEI1 C0QBU5 A8ZUN0 A7ZHE5 B7L4H5 P58713 B5YZ90 B7NHF8 B7MNR1 B7M0E9 C4ZPX8 B1XC53 A7ZW04 Q8FL95 B1IRC4 P19624 B7N7S7 B6HZ33 B1LFY8 A4W6F8 Q47824 B2VGP9 Q2N8X0 B7LVS5 B3E252 Q39Q58 Q5FNS3 Q17ZN0 B6JP92 B5Z9L3 Q1CR24 Q9ZJ28 B2UVZ9 O26103 A4G255 B4U950 A6SV12 A1U6F9 Q0AQC2 B7KYJ1 Q3V8A3 A9VXC3 B1ZAJ4 Q9JX42 Q9K1F9 P58711 A1B0G5 C0QTA7 B4S6L0 Q15QB2 Q9I5U4 Q3IFD2 A4XZJ3 Q88QT5 Q88A45 A4VHI1 P58714 Q984S6 Q92QZ0 Q7UMZ2 Q3V7R9 B3Q9S3 Q164G2 Q1GI38 Q21MS9 A9MQG1 P58715 P58717 A8G9P1 Q12K60 Q07YJ9 Q8EB94 B2U260 Q326I1 Q32K42 Q0T8E3 Q83SQ1 Q3Z5V7 Q2NVX5 B4SK42 B2FPG6 Q30S58 B2V9E6 A0LIN6 Q2JSC8 Q2JKQ8 A5GPX7 Q55982 Q8DHB4 B8GMX6 Q9KUS1 Q87ST5 Q8DED3 Q7MP85 Q8D3I2 Q8PP24 Q4UR40 B0RUI2 Q8PCE2 B2SPT4 A7IJ81 Q9PF39 Q87AJ1 A1JJF5 A7FMC0 B2K488 P58719 A9QZY9 Q3V7Q4 B1JKY2 Q5NMX3,FALSE,1.1.1
1.1.1.263,"1,5-anhydro-D-fructose reductase.",Q96JD6 Q4R802 Q9DCT1 P82125 Q5U1Y4,FALSE,1.1.1
1.1.1.267,1-deoxy-D-xylulose-5-phosphate reductoisomerase.,Q81N10 Q81B49 Q638M6 Q6HG59 Q81WL4 Q819Y3 Q636K5 Q6HEZ4 B0CD21 Q6FCG9 B7H1U5 B7I9U9 B2I325 B0VMU8 A3M654 B0V6F3 B7J9P7 B5EQQ4 A3MZC4 B0BTR0 A0KHG9 A4SQH6 C4ZA70 Q8UC86 B9JBW0 B9JTP4 B6EK51 A8MHH5 B8J6S7 B9KIT5 Q5PAI9 Q2GKQ8 B4UD63 Q3MDL2 O66722 Q9XFS9 Q5NZG9 A0JUS3 Q732P8 C1EP45 B7HLF4 B9IVB0 Q5L9P6 Q64PY9 Q9KA69 Q65JJ3 A8FDB9 Q5WFT4 O31753 Q8A684 A6L0W8 A7Z4S6 Q1LSV3 C5BWT4 B3DQ62 Q8G7Y7 B7GQ02 Q7VRE2 Q493C8 Q2L155 Q7WJ88 Q7WA54 A9INU2 Q7VYC4 Q89KP9 A5EK49 A4YVG0 C0ZF60 B8D932 P57329 Q8K9S7 B8D7D6 B1YS68 Q1BHH6 B1JUE4 A0K8D7 B4ECM5 Q0BE21 Q39F49 A9AIM0 A3MKT7 A2SB78 Q62JD0 A1V563 A3NWM5 Q3JR34 A3NAU2 Q63T18 Q2SWZ2 A4JF69 Q8RA28 A7H0K4 A0RMI1 A7HZP3 A8FN24 A7H243 Q9PMV3 A1W0W2 Q5HT65 B9KE50 Q3AB86 Q9A709 B8GWR7 B3PBQ4 Q5L651 Q3AUE4 Q823G9 Q254F0 B3EE57 Q3B6R4 Q9PKW8 B3EK13 A1BJT7 A4SCF3 Q9Z8J8 B0B9H9 B3QXY0 Q3KMV0 B0BB58 Q8KG43 O84074 Q7NVY8 Q97I58 A7FW01 C3L0C4 A6LSP7 B2V4G1 B2TJ47 A5I4K2 C1FS67 B1II57 A7GG14 B1KWL5 B8I6D9 B9E1J4 A5N834 A0Q0R4 Q0TPQ9 Q8XJR1 Q0SSC6 Q895K5 A3DE52 Q485G4 Q6NGL1 Q8FP80 A4QF22 Q8NP10 Q4JV26 Q1LNF2 Q0KA22 Q470E3 B3R2B1 Q6A7K8 B1WNP5 B8HVK1 B7KAT5 B7K5G6 Q47F86 Q9RU84 Q313H2 B1I2I8 B8FR31 Q24UG4 A8ZTM6 Q6AP35 A4J5Y5 Q72DR3 A1VFB6 Q8X8Y1 P45568 C5BHC1 Q3YRZ5 Q2GGR4 Q5FHA4 Q5HB55 B2KCJ9 B2VE12 C4Z5K1 B1YI70 C4L656 A7HLL7 Q14G49 A7NAP0 Q2A4P9 B2SFW7 A0Q7Y5 Q0BN25 Q5NEP6 A4IWJ1 Q8R622 B5EHV5 B9M5C0 Q5L0J6 B3E7B0 Q39W82 Q74BW4 C6E518 C5D9C1 A5G7W2 Q7NID1 Q5FPZ1 Q7VM27 Q4QM93 A5UDR7 A5UHV9 P44055 B8F4X2 Q2SBQ3 B8CW61 Q7VIT0 B0THN7 B6JKE8 B5Z9Y5 Q1CUT8 Q9ZML6 B2US45 P56139 A4G4S7 Q5QUF4 A6SZP5 Q28PJ0 Q9AJD7 A9KMX2 C1D9F0 Q1MRD4 Q6AEY1 B0SDN1 Q04U66 Q053M9 B0SM60 Q72U08 Q8F146 Q92C37 C1L2M3 Q720A5 B8DG10 Q8Y7G4 A0AIB8 B1HQZ7 B9EBE2 Q65R75 Q9XES0 Q60BA4 Q1H145 B0JWW6 Q2RJN4 A0QJ14 P64013 A1KML5 C1AFY6 Q7NC17 B8ZRU7 Q9CBU3 B2HJP9 Q73VS1 Q8EWQ6 A0QVH7 A5U6M4 P9WNS0 P9WNS1 A0PQ95 B9L7Q2 Q5F5X0 Q9JX33 Q9K1G8 Q0AEI0 Q82U01 Q1QMN1 Q2YBA1 Q3JCW9 Q3SRH8 Q5YS72 B2ITX3 Q8YP49 B6JH72 Q8W250 A1R4Z8 A1B969 B2JIC0 B2T5I8 Q6MEL5 Q13XC2 P57985 Q6D8D9 C6DAI7 B4SAR7 A1AQN8 A5D2U3 Q4FM64 Q185R8 C0QTC4 Q7N8P3 Q6LN30 Q8IKG4 O96693 B2RJX5 Q7MUW3 B4S387 A2C3T8 A2BXK2 Q319Z8 Q7VB62 B4F2C9 Q7V6J8 Q7V0W0 Q46JT6 Q48F65 A6V1D8 B7V7G3 Q02RC2 Q9KGU6 B8HFR2 Q4KHH0 C3K601 A8F4Z0 A4XWT5 A5W844 Q3KHA6 B0KSA5 Q88MH4 B1JBQ4 Q886N7 Q4ZWS2 A4VJS7 Q4FRH9 Q1QA16 A1SYV7 A5WGE7 B2UB12 Q8XZI5 B3PQ37 Q2K3K0 Q1MB26 Q92LP6 Q7URM5 B6ISU5 Q0S275 Q2IW86 Q07NI7 Q6N5Q6 Q215E3 Q136B0 B3Q7J8 A3PJG0 Q3J2X1 A4WUH5 B9KRU3 Q5LSU9 Q1GGS3 A1AV71 Q21HH8 Q57T35 Q5PD59 Q8Z9A6 Q8ZRP3 A8GIE2 A1S4P6 B8E7R0 A3D2L1 A9KUL1 Q085D6 B0TP77 A3QG97 Q8EGG9 A8H6L0 B8CQ79 A0KZ17 A8FY36 Q0HGW1 Q0HT68 B1KNT7 Q83MD3 C3M9M8 A6UDH9 Q2NRL1 Q01QM3 Q82K41 Q9KYS1 B2V847 Q67PA9 Q31N26 Q2JXQ9 Q2JM39 Q9RCT1 Q7U8C3 Q0IBN9 Q3AZ20 Q3AI71 Q55663 Q8DK30 Q9WZZ1 B9KA80 A5IIP4 B0K9Q9 B0K1E5 B9L006 Q72KE2 Q5SJZ6 B5YI09 C4L858 Q73K78 O83610 Q83IC8 Q83GY8 B1H060 A5CY29 A5F615 A7MXZ4 Q9KPV8 C3LQ26 Q5E3E5 B5F9X0 Q87ME3 Q8DBF5 Q7MIG6 Q8D2G6 Q73GG3 B3CN89 Q7M9M7 Q5GTA4 C0R414 Q8PML1 Q3BVL0 Q4USQ4 B0RW72 Q8PAV9 Q2P4B2 B2SR05 Q5H1E7 B2I7P4 Q9PEI0 B0U242 Q87EH9 A1JP78 A7FFH3 Q1CAN0 B2JZ30 Q8ZH62 A9R392 Q1CFF1 A4TL87 Q667J3 B1JQG4 Q9X5F2,FALSE,1.1.1
